03CE3809,09RN3844,12 LM2566,96KK 4588,02 SO 3008,03 CE 368,11CN43,08 TN 7223,
97 D1299,92 W3377,99 W 4844,09 LM 259,97 KK3220,96 W8205,02 G 9272,10SO 4384,
97 WD2536,94 WX3468,91 MO6224,03L3242,07 SO 7803,10 WH 9047,10SO9690,03 MN 905,
01LH1814,99 TS2837,99 KY 5963,09 LS2032,03 MN7782,00C3895,04LM2405,10MH 3757,
06CW5445,95LS 4037,03OY434,91 OY7061,11 CN 4614,02OY 4535,11 MO7094,90 LD9008,
96 RN921,02 MH 5691,04 LS 5096,09 KE2811,04CN 4776,07 D9551,11 LS707,98 WD 4767,
94 LS9837,07D255,94 KE 2533,98 DL5851,10MO 1720,00 LS 2179,05WH 1839,01 LD 909,
97L 1098,99LM 3335,10RN 6825,94CN 289,93OY 7864,04 LD293,98CW9055,93 KE 7071,
00 SO 4581,01 WD 1343,04LM77,92MO 7975,02TN8106,11L6523,99L 206,00KK7564,
96DL7960,92CE6712,01G 9414,02DL 3384,03 MN 8762,04 TN 9027,97OY2312,04 CN 4306,
91 DL 1890,11 KK 2466,05 LD5287,93 SO5528,08 WH8406,90 SO 5906,00LH 4101,97 WD 1433,
94DL 1230,92CE367,07LS 4372,02 MN1795,09 CW9544,03WW8784,07KK 5752,11 D 7718,
99 D2525,94 LH 9426,04 WW2921,99WX 1101,08L2566,00LK 3564,96 TS 2918,04C 5423,
06CE423,03KK 4024,10 WX 8864,93LS6221,10WW 5924,96LS8842,99 KK 4608,03L 6710,
91 CN8225,11D3388,06 LM 3484,99CW 7708,95 RN 8987,12 WD5028,94 W 6992,03 LD 1275,
91MN275,99 WX6710,92LH5988,97LS4251,08MO 6509,99 LH9638,09 C 7697,03 OY1293,
97 WX 6366,03KE642,02W6800,91 WD 6883,92 CN6153,11 TS 6804,09 CW7669,09 SO 2348,
92TS882,97LD8422,02 KE 7886,95KY6908,99CN3037,95LS 1475,11 CE168,97LS1458,
01 LM1842,06 WW 2419,08 W936,99 KK 9928,08WW 7717,10 KK 1347,97 SO 8965,06MN5826,
12 WH7573,09 LH4317,98W 6722,97 LM 866,97WH 6583,97W2008,99G330,11KK8469,
01C1178,99LD9728,08 TN1463,91G 7343,10 RN 6084,95CW 3320,93KE 5836,98 MO 9335,
05 CW5512,01 WX6463,08KK 8495,08L1328,05 MH 4752,03D 7531,91LS5608,96 L3057,
01KK 3864,99WD8246,93LM 6090,96 LH 1403,06WH 9454,94 TN 2148,94 MN 4041,06LK6971,
96KY 4019,99TS8110,09WX4723,06 TN 564,00 TN 4831,95 CE3044,06 MH2576,02CW5531,
04TS5923,05WW 8239,04MO9631,99WH 6909,04CE 7351,91MO 5853,02 CW6612,99WX 9752,
04 LD5624,98 CW5513,01LD 6961,03TN 7121,11TS7941,04KY 6111,11 CN6104,03LK2815,
02 CN 699,04 WH4521,08L 4339,03CN 5105,08 LM 9627,91 KK1189,92 MO1931,09 KY 5473,
04 MN 4847,02 MO2285,95L 9183,08MH689,02 WW9144,08 LK 9508,05 RN2605,95 MN 7380,
05L1870,07 RN1464,12KE 574,04LK 5745,95MH3941,92WW 5050,06 LH 8387,96KY 2984,
91 LM 1698,95 KE1295,97OY3006,97 KK7636,05LS8543,93 LM7663,93D 2381,04 WH 3109,
05 LS 3696,05W8028,92 KE 2840,06 WW 2346,05LM6712,91SO2187,12 KK 669,94 LK 5872,
91CN4913,01 OY 9104,96W 774,96LS2208,95 CE 8345,11TS1881,95 LK6076,00 LK 3057,
04 WD 3490,11 OY7851,07C 6162,08 MH5582,07 LK2558,99CN4194,11KY2621,02 KE573,
08 WW 9911,10OY 7938,12WX 1487,91KY8387,99LM 911,05MN9353,98MH223,93 LK4147,
02DL1307,02CW 9360,12LH7821,09WD9858,98 LS 7198,94L 4802,98LH1736,05 MN3876,
93MN 6479,11MH 202,94LM 4587,02 CW7420,98 LM 2776,93TN975,04L6896,11CW3758,
05LD1876,11KK 935,10 CW9437,94 G 8045,94 WH8843,92L 6444,97TN 222,00 CE4863,
94 WX 1181,03 C529,99WD 6589,08TS 6007,97 SO9651,97 MH 2921,99KY 2469,03TS 3243,
94 WD3740,99 OY6098,09LK4406,95 OY 9372,95D 3058,92W3126,92 LD7687,07 CE 6249,
06CW9495,04KY377,05WW 5574,07 L 158,01LK 7398,01WX 7045,00LS466,96SO3354,
08OY642,05 MN3757,09 WD 5681,02 CE5491,92MO6097,95 LM4571,05 MO423,10MN 142,
08WX 2687,00WH157,92 KK 8517,95 WH9704,00 WW 3980,91MN5040,04LH3522,02 LD6580,
03L120,92 RN 8475,04TS 8919,97 TN 9698,11WD 1724,09 DL6668,09TS 2280,10 MN3213,
07DL4385,06 LD 3898,04 TS6486,97 TN 8492,98 WD7390,08 CN1403,02MO9437,09MN 1406,
04 LS 4339,97 RN5789,12 LH 5969,90 OY4328,11LH6498,11 CN 3194,93 OY2160,01 CW 6284,
91 MO 1913,92LH 1464,11CN 2678,08 CE5217,97KY 4560,96LM 184,92 G 6344,97WW 3477,
09WH 8147,00C7559,91 MO 3708,01 TN1304,01 WX8550,94LK3840,09 WX3097,09D3330,
97 WX7323,01 SO 3295,98 LS8312,97 MH 9941,11 CE6237,08 L 525,98MH1961,91LK 8684,
93 DL 9357,91 MN2361,12LH 3243,98OY855,04 G 4823,07 LK3515,90C 7948,05 CW 4891,
09OY 3176,09 W 2696,94 TS1377,12 KE1268,98 TN 2849,10 LD5985,05SO 1963,02 CN 3161,
96 TN 6255,09 WX 5919,90MO 4451,92 L 3398,98 KE 1794,92CW7945,98G6679,08 KY904,
11KY8027,05 LH665,09 LH 3221,11CN9174,97DL6331,07 LS2663,94 LM 2441,10 DL 5188,
10 WW 7337,95CN 6578,97D 875,98 L9584,11 LS 4671,99 LH 558,99 RN 259,94 MO 7939,
03DL 6660,01SO 8250,05DL 8004,90TN 8519,05 W 2946,03 CN 1095,03LD1472,08 WH 4027,
12 D8268,90MH 808,03L 9974,96L 3508,01TN 75,07DL 5661,07TN6147,02 KK5865,
93DL 33,02 CN1465,11CW9995,97 LH8211,95KY 2066,98L 6958,07 CN4784,05 C656,
11 MH1077,01 WX3753,98C3726,08DL4079,02 MO 7181,02LD2903,02 MO395,96G 8915,
98 D9952,93LS 3720,91 G3724,01CE 1032,06 WX5938,90SO5548,98 WX 531,96LS5416,
06 WX 561,08WX 9825,12MN4571,04 KE 9561,95 LH2357,95 G 8029,96 TN 1332,06CW 6171,
00 KK 3483,05 CE 816,98SO 1979,12MN9135,00TN5431,04 KK 5053,94 KE8156,07 LH7590,
04 MN 2940,11 TS 8323,99 WX1719,94 KK277,92LM2255,93KK 4923,95SO 9870,96WX6464,
96G 2071,98 KY3452,11CE 6665,04 KY 211,95 KK6744,09 WH3620,02 TN 6372,91 CW 1874,
06 RN1715,04 WD9101,04 KK 2806,09 RN4466,04 MH408,12 WD3939,11 LS1401,08 WX 2690,
91WH406,99LD 2298,09 CW7509,04 MH 9295,91CN4111,04 OY 5199,90TS5229,95 D 6774,
10W5766,94 LD3276,92 LS 5895,97D 2323,12 W2275,01 MO 1522,99 G 4288,92 KY531,
99 OY 9999,10 W 585,02 SO3611,01 LM 1272,07 SO 3461,00 D 9191,91 DL7297,96 LS9920,
94 LK 4676,90SO 3965,94DL6839,92 LM3187,94KY 3781,97 KK 6116,11RN 9981,03CE 6600,
04KY 2502,95 LS 9250,94LD 2860,97OY9009,12DL 2077,07LS8871,06TN 2937,10 CW 5286,
94KK6276,95TN 2074,93MO6984,99MN900,99D 8326,96 TN 5367,97KE 9711,08TS1000,
00 W7727,11L9608,12 LM 4186,03LS 2188,97LH 9208,98 WD 3610,04CW4684,11L7322,
02 DL1419,10LH2118,03 LD6236,09SO2331,98 WX7276,92 LD 9606,97SO 2796,06 D 9282,
06 OY 1426,12OY 8572,99 OY 7680,91 LH 1770,11WH 2684,99LH9878,93 KY 5725,96 KK7017,
02 MH982,97SO 3080,94KY 6466,98KE 4058,90DL 8920,93 LD6630,00 WD 1547,96CN8841,
93 LS 7771,98 W1405,06D7548,02WD 5149,05 CN 6478,98 LM6048,11DL 7483,05TN 4853,
00LH 95,94CE9312,07OY 282,08CN2224,03 L918,09 MN2765,99 KE7779,10 KE 4707,
99KE1572,95CN 7017,04L 2934,06LK6951,02MH 4270,01 WH 5973,03 SO 1302,02G5693,
01 TS4593,11 CE6477,08CE136,93 TN 545,96WH 1212,92 KY 5221,93 G 5917,98 CN9754,
05 MO5218,04WH800,97 MO 1578,00 KY 515,10 TS 3974,06 TS 6367,08 TN9225,04KE 568,
03CN4699,05G 7520,05 D 2797,06LD1493,92CN2422,93MO 740,98 LK 7710,05MN 4332,
99TS5350,99 W 9996,07WX1341,06 MO 5014,01WX8244,01 W 2966,04 WD8893,04CN 388,
09LH929,97G 3694,96MN 4167,05 WH5634,06 LM 4718,04LM 5523,93MN3542,12 TN 303,
95 LM 4253,04KE6613,01CE4566,09 LM 3270,10 L 5963,03L480,96 MH 7520,98 OY6564,
93 LH7225,00 KE 5609,01LH 9450,94 WH4142,05KE 2166,04 TN 1460,92 TS5342,90 LM4494,
09G 979,01 RN 2874,99DL 311,08 MN5207,00 LK9691,93CN1334,90RN 9993,92TN3542,
00 LK 6321,09RN 9331,09 LD3678,06 G 9459,09 L 7546,07 LS 3633,04LS6109,11WD6567,
95 WX 7195,09 WD4206,93SO 9405,07 G 1983,91DL 4118,04LK 8204,03DL6059,07OY 8254,
93LM 2324,92 WX2517,92MN7577,06 CE9139,93CW662,05KY 4121,93 SO1022,93L 6299,
92 LD2762,05LH4769,05G7389,95 LK5777,04LM461,94 LH5333,01 WH 1617,92 MN1482,
00WH 5528,93 WW5583,09 LK 3798,97 LM 7839,07 MH 5108,98MH7092,01DL 5159,02WD5279,
95WD6029,05LH 528,09 W 278,10MN254,90CW1865,97L 3638,93 CN 9115,97KY6133,
97WD 4459,91 KY2923,99WX 8489,97 W2490,11MH8528,96WX174,92LK 2823,95 LM8017,
96 KK3873,99 C4852,94DL8194,96MN 6671,96 LD4764,02 WX4612,01 KY 2048,93WD 7435,
03 MN137,12 CN 9157,08LD3227,91LH5612,05 C 1343,08WX 7128,99 WH3456,01 KY7470,
01WD6440,96RN 1670,08TN 1846,96OY675,97D1227,02L8007,01TN 8550,94 WH42,
12 CE 7569,97WD5425,92 LM 2292,90 TS 1820,08 CN 8955,96C6804,93 L 9169,01CN9976,
09 MO 1640,90 MO 1145,00 C6855,90CW 4741,98 TS 7272,02LM8317,07 W9097,09WW 7049,
91WW 9474,11KK 710,09C302,11WH 2463,06 WX 2437,94LM3388,09 LK8865,01 L4610,
10MN 4343,01 LH2909,01 G 942,92 LD1287,02 LS2171,04MH 5035,00LH3311,00 G5937,
03 WH 7225,07 SO 3212,10 DL5195,03 MN3456,09MO2682,01L 2929,08 MH3966,10 G1950,
98CW 5326,06KE1819,05LK 8953,91 CN 1450,90LS 3711,05G1712,10LD 852,04 LK6410,
10 LH 4020,05KE 6755,98LH 1563,01 MO 1255,03 MN 3047,10KK 1174,92 LH 736,05LM 7252,
99 OY 4922,91LH1261,92KE 755,08KY 4527,95 WH 4454,12SO 8798,07 L1434,04LS5162,
09 CE 5286,11MO 7235,02RN9334,11 G2006,11KY5461,01 WX 7672,94MO 4220,02LH3053,
01 SO6417,11 DL8993,91L 6959,10KK 3078,06 L 3955,92MN 5280,11LK 8923,98 MN 2557,
09 RN 1304,11DL 4101,07 MH 2816,08TS8858,99 KK 5018,04TN 1184,12LK8769,92 WD6173,
07LD 4158,02TN 527,09 TS7522,98 MN8692,07 KE 1968,03 KE 4095,06WH4548,11LS6210,
09C 7059,11KY1887,05 LS 5079,99 LH 2438,90TS 8035,03LH 1362,12 LK 175,06LD 4138,
01MH 1399,91CW 5038,02 DL 8176,98KK3426,08KK7623,94SO6346,94G4206,94KK6501,
91MN4324,09KY6767,11 MO2699,96CW 9483,08LS 8604,02 WW1741,08DL4402,95 KK 6018,
04LS 2865,11 MN8839,09 LK9722,06 OY 1890,05 CN 9585,04 LS 9299,96 C4875,06CN8990,
07LM959,07 DL 3169,11 WW 5849,95KY4658,94KK 8603,94C9004,98SO 7928,91 MN2678,
06 LS 7046,06 KE 1366,05W5176,93LK 9019,03C2180,01TS 3177,00WX 5125,91OY 8747,
93 WX2450,11MO 5409,00 WD8743,93D507,01MH6193,99DL 3538,07 MN4680,11 RN1443,
02 CW3222,04LK8718,12 WX9757,11 WX 8492,12WW2506,92 MN 1727,93DL 4731,00LH1603,
99 LH 663,06 D9373,95 WH 5430,04KY596,01 LK7792,96 OY6282,01KE 4570,08WX171,
98 LK 8201,03SO 9736,00 OY8740,12MH 6818,92 KK 3521,01 TN1599,98LM 8389,10 RN 7305,
07 W4832,90C 9242,91 CE5942,02MH 804,08 KE 8522,03 L 6866,10 TS 8638,94 LD 5754,
99 CW7805,00 CN 9613,92TN8146,11KE8093,94W8101,09 CE5494,99 LM8531,09L 9598,
02 WD 9771,98 RN4248,00 LD7788,12KE 3781,01 CW6131,96MH 8033,10TN5798,04MO 2021,
06WD 8060,11 LD 6053,10W3298,05L4416,09KY9079,97 KE 4110,09 G2244,03LS 8209,
97CE6311,10KE 470,11 G 7810,11LK1577,07 WX3400,07RN1357,98 TN 6175,04 MN2056,
96LM1128,94 TN2957,01KY 215,11LM 6965,11 DL261,97 WH 1879,96LM 7287,92W7751,
05 DL8966,92LS2677,99 KY9380,09OY1423,01 LS 4016,10 MH9240,99CN 6055,06LD 9938,
96DL955,09 LM6661,05 OY 4868,00MO2748,93 LM3413,10TN1487,99 TN 2220,08WW8539,
01RN 5824,05 TN 1200,06 W9954,00MN9688,12LM6930,91 L8214,04 LS 9430,11CN6889,
98LK 3661,92 C9708,07 MN 5284,91D 2008,02DL 6237,94 DL 2187,91 L 5615,05 CW 4323,
90L5667,08 MN8850,03L 3975,11 MN8993,03L4186,02 L8515,92 CE1149,99TS6832,
00TN7635,99 L7150,02 MO 1497,12L1297,92L 6306,99LH 6900,05TN 9390,96CE 1933,
07L7314,07 KK2873,06LH6131,05 LK 3489,01L7228,01LS4955,07 LS6662,04 LM 6375,
91 WX8378,96KE408,00KY8358,91 CN7211,96MN5993,90KY3106,96 D 1231,07 LH 7834,
92 LH 6192,94 TN 6940,10MN 9962,12LH7303,02 WX 6689,08LK4086,06KY3380,11 D 4198,
99G 3055,95DL3648,92 KK6196,91CW5796,99LK3363,05KK 2523,95KE 1119,91 LM6607,
01 CN3136,90RN 8186,07MH6817,00 CE1148,11 LM 646,05 MH2642,01KE8622,97LD 4859,
01 LD 9784,95TN7722,04 RN 4319,01 LH 2606,92 D4048,92 CN 4573,98 TS 6958,91 TN 6327,
06 RN413,99 KK4276,98 WX169,05 WD2087,94MH6358,93MH2284,94 C 9172,97CN 2014,
93MH 6652,00 D 6622,00 LM 2385,06W8436,00 G9100,11 MN 8643,91 KE 4311,04CW5874,
08 CE9970,91 LM 5517,93 L270,06KE1480,12 G487,00 TS 5621,92DL 7436,05WX 6049,
95WX5448,09LS1495,95 KK 4609,90 LK5718,06 CE 3818,94OY131,98 CE 5225,95 G 9138,
94 KY8916,96LH 7012,94MO 4174,91OY 6077,11W2777,91 LH 8529,00 RN 9197,07 CE1132,
03 CN5135,05 KY 7179,98KY1831,91TS571,90L2549,96WH5277,00KE1170,08LM1159,
98 C 7224,06KE 5844,02WW 6093,99 L 7282,11RN 8232,00CN 3758,02TS7978,11MN6665,
96 L37,04W 6294,02G6426,08LS 5527,12RN 4470,09 D9793,09KY5070,99W 1162,
90 CN 2661,95 CN 8309,12W3123,00W3588,05 WW2754,95LS 820,98OY1002,94 LS 8171,
03WH7761,91SO 5860,05 DL5082,01 RN 7917,06 W5345,04 LS 6275,92 DL 7444,99 WW 7518,
01MN 7944,99 DL 2177,04 OY1303,98TS1161,08 CE 7261,94TN7176,95D 1750,97 KY2576,
12WD 1846,93KK 1462,00 LS 4410,04KE 8917,10C261,08RN 5404,95LS1643,95 WX 9618,
00LM 5133,93 OY 9003,99SO 7042,12WH7598,98MN5291,93KK5711,97 LK 4133,00RN2912,
97 MO4126,95TS3946,01 LH4416,12 G 8266,11DL2330,03 CW5940,01G 3186,02 DL1657,
02KE2226,02 KY 1473,09MN 8888,03G 3856,97 LS9067,06KY 3489,10 DL3252,94MN 7442,
91TS 1839,99 OY 3663,05 W 4831,07 LK9637,10 L 2385,07 WD 8501,94 LK8205,04 KK 3327,
06L 7009,07G 782,10MO 4652,11W 9323,92G9055,07MO6809,00 MN 7768,94MN 8184,
04 KK4443,11D 7248,09 LH 9273,92 MO1687,95 MO 4638,10CN8133,01 LH5992,08TN2444,
04RN 3115,01TN9064,07L 8880,94LS5081,00 WW1984,04 LK 7540,09WD 8869,90L3863,
02OY 5174,96KE1935,10LH2283,93SO9751,98 L 3321,98LM 673,01WW635,07MN4464,
90WX 3313,10 OY 1855,02MH5684,11 MH304,10W 2351,05LH 5754,09LM 841,03 WX 2265,
99 D2324,91L2415,10 DL4196,02W 3227,07 CW 5302,11 KE 7888,96WX 6768,98 G 3934,
03WD 5024,07 CW 5585,08 LM 1914,92MO6847,10WD2401,98 DL3639,97 L 8240,99KY 7014,
01KE5242,94 MH 5233,11 DL8870,97MO 3596,94OY3678,96CE 6424,90CW4423,04 SO 2839,
98D 3070,05OY5132,05 WH5692,09LK 6979,91 W5585,91LS5708,94 CE 4668,01 TS 3765,
06MO 70,08KE 5724,09W 9271,07MH8125,01 WX7344,11 OY5521,98KE 7973,95OY 881,
06 MO 4636,98 CW6390,02MN5292,04 G 9294,99 TS8489,11 MO 295,96D 8140,01 MH796,
05 LH197,11 WH2485,99WH 5899,11W 4234,93WH1539,04WX8535,09LH4184,93LM 2657,
11 LH1471,04KK 8896,90LK3370,98L7772,08CN6246,06SO 7337,97MO 8073,91 DL9029,
95LS 6447,03LH4388,95KE 3071,90RN 9511,07 G 4370,98 KY 3241,95 OY 4372,07KE6759,
03CW4310,95 WH3481,11WD 1551,09 MN 9021,99 D 6419,02 MN7453,94 W8853,94 G6465,
94 MN1989,94 SO 5134,12 LM8062,91 WH2413,00 CW 4307,93 CE5925,91 TN5650,90KK 1788,
05D 4525,96D9973,07 LS363,98 MO 2666,08D 6366,99MH7303,05 KE 5021,91W2022,
09CW 6973,02 RN345,91 MO8086,97 DL 8610,00C3666,11WD 4266,01 LD6291,98 LM 4277,
05CW 7997,97 D9929,11 CW 9524,96 CN 9916,09KE9080,04 TN 6239,98D 3051,97MH 3793,
92CE7898,97 MH 2191,09 KK 135,95 CE 8013,93 DL 3053,99 CW4010,91KY178,93 G3536,
06KE 6224,92WX 9410,05LD 3585,94 OY5286,06 G 2500,90 LM 9247,96LK 4737,94 SO 6723,
96G6700,04KY 6564,00MO8669,94 RN 7450,03 DL 1798,06 CW4428,95 KE 5365,97 KE 8399,
06 W 9643,05 L6800,10 SO 7910,08LD6487,06 LD 7306,04TN 1182,97 OY7171,98LK4694,
03WD 4570,06 CE7783,05LK 6159,95 D4014,09 MO 9358,05LH7566,09MH 1745,99 LM 903,
09WH8193,02 WD650,07LD31,94L 7480,07OY8187,09 G7276,03LS4338,11 DL2022,
00RN5499,93WD5843,02TN 1476,93 DL 4070,93L2703,98KE 6288,08L 2796,94G1860,
04 W 4095,01WD 2578,03DL1330,99MH 9690,11 RN 3589,11 C4960,01RN 5292,11 MN9375,
10 WH 4546,96DL1201,11LD 1138,07CW 2936,03WD 4665,09LD 6094,99WH 6458,94LD 3360,
02WH 1858,93 OY198,04 LD4092,09 CE 6395,92 LD 8931,94 LD 1950,12WD 3958,94LM9104,
01 WD5839,08WW 2104,01 RN8401,04 WX216,97WD 8284,06 TS 5747,00L95,95 TN3182,
99 KY516,99W5088,98LH8897,91WH 5263,02 L 8307,04 WX5637,93LK5511,95MH 4979,
91CE5296,09 WX9449,92MH5217,07LS5804,00 KY2114,06L1673,08 LD4554,08 KE6113,
97OY3092,98MN 804,08KK 7371,06RN4065,08 WX9662,08 LS8765,92KE4377,03 KK 1353,
04TS 3076,94 SO 4195,11L2021,03 SO 1555,07 MH1512,07 LH1157,06 LS 2345,94WW 7195,
04KK8285,05KK 5921,02W 5283,10 G 4550,94CN8441,07 TS6393,01L 8820,08 TN6724,
91 MN 755,98 KE2296,93 C 387,99 KK3604,01WD 901,00 MH 9327,96LD 4898,02 MH 1871,
08WD9385,03WD7131,04 LH 996,08 LH 9480,04 LK 4716,00 D9146,10 CW7145,09CN6731,
06 WW8230,93 WD 2190,00LS3528,92 KY376,97 CW 2014,00 D 4931,98LM3945,91 MN8055,
11 SO5414,99TS 7359,92LM4274,12KY7835,04 WH8794,09 G7764,95SO487,04 SO 1547,
03LD5352,12 MN 9817,08WX9656,07 CE 1231,10C 3112,90SO 9890,90 D 1987,03 MH5113,
05MN 9495,98 LH3935,90L433,96RN 3177,08 D297,05DL 3928,02 KY7212,06KE 2686,
03CW 3276,03SO 6183,99 MH3178,11 WX795,00CN 4174,98WD 7658,03 DL6867,02WH4756,
02 DL 9449,99 DL 1796,99G4846,08 TS 177,11KE5716,09 DL2381,96 MH 3922,03 OY 4245,
01LH548,99TS2452,02TS8756,08WX3946,06 LS3076,03LK5357,01WH 5452,00 LH 8854,
03 C5611,09 LH6729,98RN 2804,96 SO4312,08 SO9451,00 RN 9341,09MO8051,94KK3530,
90 LH 8916,08 WH7591,94 OY3221,91 RN 6463,94CW 7727,90DL 4709,98 LS1405,99 CE9154,
09 CN884,97LS3661,06KK9720,02 D 9725,97 WD 3321,02 LM2199,02WX 7070,00KE6122,
07 LK3865,04L3545,00 G 322,97WD6339,00 CE9207,95CW 6754,92WD2063,03 MH3920,
97WD 8005,05 TN4967,10MO 6697,92 L 245,91RN 9544,97 MN5502,05DL9290,03CE 342,
08 WH4875,97TN 2953,97WH3347,07 G767,99LH 856,08CE 5354,91WH 9425,97 KY6481,
99KE 9060,02 G 3846,93KY6432,11 TS 8568,06 SO2211,98L 8239,94WH 1275,96 MN6129,
08 KE 420,91KK 4402,91MH 581,92TS3773,11 LH8353,91 WH 4495,02 WH227,95 KK704,
09 KK2197,05KK7710,00WX 4486,03KY8617,90TN2219,09CN7398,08 RN 6836,93 MO3352,
91D2675,10LK225,99WD 8622,98MH9535,01 LD5781,93KE 4368,93 DL125,01G 8362,
94 LM 587,02W6630,04LK896,95 WH 6048,05LM693,04RN2827,91 SO 2659,93SO4505,
09LS 6962,94 CW 1832,04 MO8548,07WX6345,06TN2640,92 LD1246,95 WX6988,00 MH3442,
12 DL8606,98 KY1807,04D 7141,06 DL1934,00C 5876,96MN8372,92TS5500,96 C 6843,
08 CE920,11CE 7582,02LK 9931,08MH6249,97 LK 6867,04 W 6146,03 MO 8277,00CW8336,
97 WD 240,91 MO 9095,08LS3466,04WD 4601,04MN8502,95 TN4320,00 DL 6007,99CE8920,
05WD8399,02 L8199,08 LD 7712,02KY5342,00KE8813,11 SO7284,96 G7537,01KY6979,
92 MO 4716,00 OY 2560,07KE 1545,01 CE4641,92RN 642,10 CW6110,06L 4129,91 MH 6538,
06CE 3083,11 CE4718,05TS6914,99G9737,92KY1209,91 W 1314,92 WH 4987,11OY9871,
91LH 4371,07LS 3062,92 TN 7506,00LM8078,93L3024,02CW 4353,10 CN 1135,99 WD3121,
98KE6837,93WD3975,91KY 223,91WX 2192,08 LS92,05 WX 8360,91D 7207,03MN6036,
11 DL9729,97TN 6906,12 WW305,11 RN2707,94C 5839,08L 1127,04 DL3228,06DL9491,
99 LH7785,97WX 6639,09TN 3405,98G4392,11 LK 1731,99 CN5837,06 MO 940,93 KK 6882,
02 WD 6822,94 L9502,10 MH 448,96 DL 2586,12 OY8011,93CE7569,01 LH 1769,94 C8069,
10 CW3110,97 WH 2780,03RN 3585,90 DL9920,92D507,95MO6060,11 CW5977,98KE 6977,
99 L 1726,97 WD9087,10 LH4070,10 CN5705,09 KE 9955,92MN 7754,04LD5090,06 CW 6483,
98KE1582,02 LD 9970,90 L 5374,12 KE 2865,00 RN2785,08MH 2638,04 MN2159,94 RN6747,
09 LM7327,04MH 5471,08 TS7361,01LK9808,12 OY4805,99 OY3860,94KY6925,97LM 5590,
97LM813,93WX8938,91 LD9844,02DL 7109,10 RN 1752,96 LM665,99TN5473,99TN 2076,
00 LM7320,06 WH8827,04LM 6345,92SO 1390,12 WX 3119,09LH7625,93G 6423,08RN 6915,
12TN 4242,95 CN 1748,99LD 1366,99 TS 1278,00 G8241,02 WD 5697,03WX8251,07KE5829,
10WD 2422,10 SO3525,08TS 7014,93TN2841,95MO6060,92RN 3097,02 LH 4784,02MO 4506,
99WW2837,05CE7524,97MH7280,92 RN 4348,97 MH 2525,95 C6514,93MH 8471,99 LK 6285,
98 WX3822,01 DL 1999,99KE805,01 C 2777,97 CE2064,11 C5661,02TN 3476,01WX 6196,
93 CW6534,91 LD 720,93 SO 5440,05CE 6925,92MH2088,98 WW6675,10 WD 3163,00 SO 7489,
12 CN8853,01 MO3650,92 LD440,06LS4517,02KY1961,91 WD2372,06 LS9068,93 KY 9287,
08W400,03LM 6911,10 CW4591,00 MH 3187,04 DL 378,93 WX9864,02 CW 903,05 RN 6506,
97DL 3893,08 LK 3804,91 MN1108,92W 7728,02 WX7603,05 LK8558,12WD9663,06LD5643,
94 G513,92 WW1147,93MH2609,03 CE 8480,03 L 1526,07 WX4019,95 L 8430,97KK2607,
97 G9487,04MH7683,10 KE 2002,04 CW8242,08LD 8943,11L5731,05 LS 7920,02LH 1193,
92 RN4583,99 RN 3821,95 TN 7586,93 KK 7597,06TS 6057,02WH 9254,03LH6349,90 MO 3351,
90 MO 2705,93 MN 4446,99 KY3210,03 LK1027,94 MH4603,05LS5773,91TN 5697,03 KE 4864,
02 RN2293,97 TS9098,92SO6776,07CN8700,93RN2563,06LM 4572,02KE 8934,92 SO2596,
90DL 1717,06RN 6237,06LM2954,08W1324,04 G 916,05MH6415,97LD5277,06 WH1909,
96 KE 362,95WH 871,02CW 8377,09 LD 7923,02KE358,08 KY 8361,04 CW3048,92 WH 5413,
11L7599,01WD7302,00 LM182,06 SO 8957,12 SO 4446,98 KK3010,05 MO2211,09WD 6660,
91 W7342,03 KE1255,11 TS 1180,05 RN 9630,01 KK8111,98 KK 7688,93 MN 1147,96WD 4923,
92 LK 8370,91WX8123,02SO7509,09 LD798,99 TS2981,96KK1589,05 W4749,96 MH 9694,
01 DL 3139,02 W 6626,04 CE7061,00 MO7339,99TS3458,01 CN 1369,92 MH3397,00 WX 6037,
99DL 244,09 CN9600,06 MH9520,98L 6391,97RN7,01SO 8207,03WX 4886,91MN 4412,
09LS8257,97 LS6202,97WD1330,08KY311,01 LK8581,92 LS1843,12 KE 3888,05 MN1125,
92LM1119,09WX 2276,06 TN 1405,08TS1761,93 D 7654,94TS9583,97RN 5996,08 MH8026,
11 RN 7777,04G 8146,99 LD5919,11 MH801,95SO 6775,92MH 822,94WH5950,96 G 2583,
94 WX 1290,90 LK 5588,96 LK2966,05 RN 6360,94G 3124,07SO 23,11 KY 2081,96 KK1975,
01 MO5053,97KK8233,03 WD 445,95MN 6978,09 OY4982,10CW 3741,99 MH1574,10KK7327,
98DL 6385,95 G2176,07 KK2963,12WX8201,97 LK3587,07 MN 9631,11TN 3607,92 MO6736,
94 SO138,10KY6033,11 CE 6096,04LD6504,02 RN7306,11MN7990,00 WD9926,94 RN 8194,
94KY7533,99G2211,05D8814,93 LH2140,11 KY 4566,09 WH8820,93LH 4956,91TS6069,
98WX7940,04 W3648,03 L 7396,00 SO5776,98G4508,93 W9934,11 MN9974,10MO 7259,
99 DL 3753,10 SO 2777,00 KE 6655,00WD 6327,93 KY6786,99 WX 4099,05G 8470,08L 5657,
99 C1104,99 KY 1981,02RN6798,92 WW 9838,12LM4471,02 SO 5732,97 WH 2207,95D 6065,
